channel,electrode,x,y,stim,stim_unit,pad_id
181,4806,3255.0,367.5,True,23,253.0
525,4135,3062.5,315.0,False,,223.0
549,5025,3237.5,385.0,False,,253.0
577,4805,3237.5,367.5,False,,253.0
593,4807,3272.5,367.5,False,,253.0
633,3915,3062.5,297.5,False,,223.0
737,4134,3045.0,315.0,False,,223.0
761,5026,3255.0,385.0,False,,253.0
885,4075,2012.5,315.0,False,,12.0
917,1873,1977.5,140.0,False,,15.0
921,1874,1995.0,140.0,False,,15.0
929,1654,1995.0,122.5,False,,15.0
933,4073,1977.5,315.0,False,,12.0
969,3854,1995.0,297.5,False,,12.0
1008,3194,1995.0,245.0,False,,13.0
1017,3414,1995.0,262.5,False,,13.0
